epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,9269.81,0.30842,0.22014,0.78591,0.9879,0.97123,0.98465,0.9352,0.26755,0.19117,0.78176,0.000177559,0.000177559,0.000177559
118,9306.6,0.3069,0.21851,0.78704,0.98797,0.97083,0.98536,0.93655,0.26523,0.18859,0.78141,0.000175494,0.000175494,0.000175494
119,9342.9,0.30734,0.21967,0.78674,0.98976,0.97119,0.98495,0.93607,0.26515,0.19047,0.78223,0.00017343,0.00017343,0.00017343
120,9379.41,0.30549,0.21748,0.7861,0.97114,0.9897,0.98491,0.93611,0.265,0.18876,0.78242,0.000171366,0.000171366,0.000171366
121,9415.54,0.30696,0.21916,0.78651,0.9703,0.99007,0.9845,0.93651,0.26432,0.1883,0.7778,0.000169302,0.000169302,0.000169302
122,9451.77,0.30385,0.21713,0.78555,0.98651,0.97126,0.98461,0.93555,0.26625,0.18994,0.78021,0.000167238,0.000167238,0.000167238
123,9487.75,0.30456,0.21704,0.78585,0.98984,0.9708,0.98547,0.93693,0.26366,0.18881,0.78267,0.000165174,0.000165174,0.000165174
124,9523.68,0.30533,0.21511,0.78437,0.9858,0.97337,0.98733,0.9393,0.26337,0.18743,0.78253,0.00016311,0.00016311,0.00016311
125,9559.69,0.30483,0.21634,0.78666,0.99035,0.96737,0.98582,0.93707,0.26389,0.18683,0.78264,0.000161045,0.000161045,0.000161045
126,9596.48,0.30516,0.21795,0.78547,0.98785,0.97525,0.98588,0.93558,0.26403,0.18758,0.7827,0.000158981,0.000158981,0.000158981
127,9632.74,0.30666,0.21602,0.78557,0.98927,0.97054,0.98527,0.93615,0.26367,0.18661,0.78248,0.000156917,0.000156917,0.000156917
128,9668.8,0.30293,0.21456,0.78541,0.98529,0.97278,0.98583,0.93754,0.26376,0.18509,0.7836,0.000154853,0.000154853,0.000154853
129,9705.33,0.30341,0.21582,0.78589,0.97776,0.97752,0.98501,0.93636,0.2645,0.18548,0.78414,0.000152789,0.000152789,0.000152789
130,9741.76,0.30426,0.21508,0.78393,0.99039,0.96691,0.98457,0.93623,0.26169,0.18504,0.78211,0.000150725,0.000150725,0.000150725
131,9778.06,0.30284,0.21353,0.78658,0.98792,0.97061,0.98566,0.93873,0.26267,0.18382,0.7822,0.00014866,0.00014866,0.00014866
132,9814.4,0.3022,0.21316,0.78536,0.98646,0.97183,0.98433,0.93655,0.26179,0.18359,0.78388,0.000146596,0.000146596,0.000146596
133,9850.5,0.30102,0.21118,0.78626,0.98893,0.97075,0.98418,0.93619,0.26173,0.18219,0.78325,0.000144532,0.000144532,0.000144532
134,9886.26,0.30142,0.21248,0.78561,0.98303,0.97334,0.98403,0.93558,0.26304,0.18414,0.78213,0.000142468,0.000142468,0.000142468
135,9923.03,0.30139,0.21129,0.78538,0.98324,0.97494,0.98396,0.93566,0.26414,0.18417,0.78184,0.000140404,0.000140404,0.000140404
136,9959.42,0.30429,0.21421,0.78587,0.99035,0.96659,0.98349,0.93521,0.26298,0.18375,0.78401,0.00013834,0.00013834,0.00013834
137,9995.54,0.29981,0.21017,0.78456,0.9811,0.97251,0.98408,0.93601,0.26312,0.18296,0.78269,0.000136276,0.000136276,0.000136276
138,10031.5,0.29851,0.20888,0.78567,0.98866,0.9701,0.98403,0.93638,0.26263,0.18177,0.78273,0.000134211,0.000134211,0.000134211
139,10067.9,0.29861,0.21203,0.78463,0.98994,0.96917,0.98515,0.93809,0.26268,0.1826,0.78392,0.000132147,0.000132147,0.000132147
140,10104,0.29872,0.2103,0.78688,0.98884,0.97068,0.98598,0.938,0.26438,0.18356,0.78423,0.000130083,0.000130083,0.000130083
141,10140.2,0.29852,0.20913,0.78529,0.98759,0.97208,0.9863,0.93873,0.26337,0.18191,0.78297,0.000128019,0.000128019,0.000128019
142,10176.6,0.29925,0.20848,0.7856,0.9886,0.97009,0.98624,0.93889,0.26186,0.18133,0.78393,0.000125955,0.000125955,0.000125955
143,10212.6,0.29568,0.20702,0.78482,0.98814,0.97108,0.98501,0.93653,0.26258,0.18048,0.78299,0.000123891,0.000123891,0.000123891
144,10248.4,0.29781,0.20868,0.78529,0.98509,0.97348,0.98599,0.93778,0.26179,0.1798,0.78333,0.000121827,0.000121827,0.000121827
145,10284.2,0.29765,0.20818,0.78525,0.98808,0.97146,0.98727,0.93926,0.26249,0.18125,0.7842,0.000119762,0.000119762,0.000119762
146,10320.6,0.29819,0.20869,0.78562,0.98962,0.97125,0.98557,0.93892,0.26309,0.17976,0.78448,0.000117698,0.000117698,0.000117698
147,10356.3,0.29582,0.20643,0.78483,0.99003,0.97011,0.98497,0.93766,0.26142,0.17967,0.78292,0.000115634,0.000115634,0.000115634
